email_id,domain,open_rate,click_rate,has_spammy_words,num_links,html_email,past_bounce,spam_trap_flag,bounce_likelihood
user2005@businessmail.biz,tempmail.net,0.19,0.05,0,1,0,0,1,1
user2006@yahoo.com,businessmail.biz,0.24,0.07,0,1,0,0,0,0
user2007@outlook.com,tempmail.net,0.4,0.04,0,1,1,0,0,0
user2008@tempmail.net,yahoo.com,0.22,0.1,0,0,1,0,0,0
user2009@yahoo.com,yahoo.com,0.08,0.04,0,2,1,0,0,0
user2010@mail.ru,gmail.com,0.55,0.1,0,1,0,0,0,0
user2011@protonmail.com,mail.ru,0.3,0.31,0,3,1,0,0,0
user2012@gmail.com,gmail.com,0.39,0.14,1,2,1,0,0,0
user2013@businessmail.biz,outlook.com,0.38,0.03,0,2,0,0,0,0
user2014@tempmail.net,mail.ru,0.43,0.0,0,0,1,1,0,1
user2015@protonmail.com,protonmail.com,0.12,0.04,1,1,1,1,0,1
user2016@outlook.com,protonmail.com,0.09,0.15,0,2,1,0,1,1
user2017@businessmail.biz,tempmail.net,0.55,0.28,1,2,1,0,0,0
user2018@protonmail.com,gmail.com,0.32,0.11,0,1,1,0,0,0
user2019@outlook.com,tempmail.net,0.01,0.09,0,1,1,0,0,0
user2020@tempmail.net,mail.ru,0.32,0.2,0,2,1,0,0,0
user2021@tempmail.net,protonmail.com,0.11,0.14,1,3,1,1,0,1
user2022@gmail.com,gmail.com,0.17,0.16,0,2,1,1,0,1
user2023@mail.ru,gmail.com,0.28,0.12,0,1,1,0,0,0
user2024@outlook.com,tempmail.net,0.18,0.18,0,5,1,0,0,0
user2025@protonmail.com,yahoo.com,0.55,0.0,0,2,1,0,0,0
user2026@mail.ru,gmail.com,0.08,0.06,0,1,1,0,0,0
user2027@gmail.com,businessmail.biz,0.37,0.23,0,1,1,0,0,0
user2028@mail.ru,yahoo.com,0.27,0.03,1,3,1,0,0,0
user2029@protonmail.com,tempmail.net,0.11,0.03,0,2,0,0,0,0
user2030@businessmail.biz,mail.ru,0.45,0.04,1,2,0,0,0,0
user2031@outlook.com,outlook.com,0.31,0.13,0,1,0,0,0,0
user2032@yahoo.com,outlook.com,0.07,0.08,0,1,1,0,0,0
user2033@mail.ru,businessmail.biz,0.38,0.0,0,3,1,0,0,0
user2034@protonmail.com,gmail.com,0.18,0.07,0,3,0,0,0,0
user2035@protonmail.com,tempmail.net,0.54,0.13,0,4,1,0,0,0
user2036@tempmail.net,gmail.com,0.41,0.03,0,2,1,0,0,0
user2037@yahoo.com,gmail.com,0.3,0.22,0,1,1,0,0,0
user2038@mail.ru,businessmail.biz,0.27,0.12,0,2,1,0,0,0
user2039@businessmail.biz,tempmail.net,0.54,0.21,0,0,0,0,0,0
user2040@protonmail.com,gmail.com,0.22,0.04,0,1,0,0,0,0
user2041@yahoo.com,protonmail.com,0.04,0.22,0,4,0,0,0,0
user2042@yahoo.com,businessmail.biz,0.3,0.03,0,3,1,0,0,0
user2043@yahoo.com,protonmail.com,0.36,0.19,0,1,0,0,0,0
user2044@outlook.com,businessmail.biz,0.17,0.09,0,2,1,0,0,0
user2045@outlook.com,outlook.com,0.21,0.12,0,1,0,0,0,0
user2046@yahoo.com,protonmail.com,0.27,0.18,0,1,0,0,0,0
user2047@outlook.com,yahoo.com,0.04,0.08,1,3,0,0,0,0
user2048@businessmail.biz,outlook.com,0.48,0.12,0,3,1,0,0,0
user2049@tempmail.net,businessmail.biz,0.27,0.01,0,4,0,0,0,0
user2050@gmail.com,yahoo.com,0.62,0.16,1,1,0,0,0,0
user2051@outlook.com,yahoo.com,0.47,0.23,1,2,0,0,0,0
user2052@protonmail.com,tempmail.net,0.25,0.05,0,0,1,0,0,0
user2053@mail.ru,tempmail.net,0.14,0.0,1,0,1,0,0,0
user2054@outlook.com,businessmail.biz,0.34,0.19,0,1,0,0,0,0
user2055@mail.ru,outlook.com,0.46,0.07,0,2,0,0,1,1
user2056@tempmail.net,gmail.com,0.11,0.01,1,2,0,0,0,0
user2057@protonmail.com,yahoo.com,0.1,0.09,0,2,1,0,0,0
user2058@businessmail.biz,mail.ru,0.5,0.18,0,3,0,1,0,1
user2059@outlook.com,yahoo.com,0.35,0.08,0,2,0,0,1,1
user2060@protonmail.com,businessmail.biz,0.31,0.05,0,4,1,0,0,0
user2061@businessmail.biz,businessmail.biz,0.23,0.04,0,3,0,1,0,1
user2062@yahoo.com,protonmail.com,0.46,0.19,0,1,1,0,0,0
user2063@protonmail.com,mail.ru,0.16,0.1,0,2,1,0,0,0
user2064@gmail.com,protonmail.com,0.15,0.1,0,0,0,0,0,0
user2065@gmail.com,tempmail.net,0.13,0.04,1,1,1,0,0,0
user2066@yahoo.com,outlook.com,0.15,0.33,0,1,1,0,1,1
user2067@gmail.com,tempmail.net,0.23,0.02,1,0,0,0,0,0
user2068@protonmail.com,mail.ru,0.79,0.34,0,3,0,0,0,0
user2069@businessmail.biz,gmail.com,0.32,0.17,1,7,0,1,0,1
user2070@businessmail.biz,businessmail.biz,0.37,0.05,1,1,0,0,0,0
user2071@gmail.com,tempmail.net,0.14,0.18,0,2,0,0,1,1
user2072@gmail.com,outlook.com,0.36,0.05,1,2,0,0,0,0
user2073@businessmail.biz,tempmail.net,0.24,0.07,0,1,1,0,0,0
user2074@mail.ru,tempmail.net,0.2,0.15,0,3,0,0,0,0
user2075@tempmail.net,outlook.com,0.51,0.34,0,3,0,0,0,0
user2076@businessmail.biz,protonmail.com,0.42,0.18,0,1,1,0,0,0
user2077@gmail.com,tempmail.net,0.18,0.01,0,3,1,0,0,0
user2078@outlook.com,gmail.com,0.34,0.21,0,3,1,0,0,0
user2079@tempmail.net,tempmail.net,0.56,0.1,0,1,1,0,0,0
user2080@outlook.com,protonmail.com,0.62,0.01,0,4,0,1,0,1
user2081@protonmail.com,businessmail.biz,0.33,0.16,0,3,1,0,0,0
user2082@mail.ru,outlook.com,0.47,0.05,0,1,0,1,0,1
user2083@tempmail.net,mail.ru,0.39,0.07,0,2,0,0,0,0
user2084@tempmail.net,tempmail.net,0.28,0.02,0,1,0,0,0,0
user2085@tempmail.net,tempmail.net,0.18,0.0,0,3,0,0,0,0
user2086@yahoo.com,gmail.com,0.36,0.28,1,1,1,0,0,0
user2087@yahoo.com,gmail.com,0.26,0.06,0,1,0,0,0,0
user2088@gmail.com,tempmail.net,0.37,0.21,0,1,0,0,0,0
user2089@protonmail.com,businessmail.biz,0.17,0.13,0,0,1,0,0,0
user2090@protonmail.com,businessmail.biz,0.37,0.01,0,1,1,0,0,0
user2091@tempmail.net,protonmail.com,0.16,0.41,0,1,1,0,0,0
user2092@tempmail.net,outlook.com,0.12,0.0,1,5,0,0,0,0
user2093@outlook.com,mail.ru,0.54,0.03,0,2,1,0,0,0
user2094@yahoo.com,yahoo.com,0.33,0.04,1,1,1,0,0,0
user2095@businessmail.biz,protonmail.com,0.12,0.34,0,3,0,0,0,0
user2096@mail.ru,mail.ru,0.28,0.15,0,1,1,0,0,0
user2097@businessmail.biz,protonmail.com,0.32,0.27,1,0,1,0,0,0
user2098@mail.ru,outlook.com,0.37,0.06,1,3,1,0,1,1
user2099@businessmail.biz,outlook.com,0.46,0.17,0,0,0,1,0,1
user2100@gmail.com,mail.ru,0.31,0.11,0,3,1,0,0,0
user2101@yahoo.com,gmail.com,0.16,0.0,0,1,0,0,0,0
user2102@mail.ru,yahoo.com,0.11,0.03,0,3,1,0,0,0
user2103@mail.ru,protonmail.com,0.29,0.11,0,0,1,1,0,1
user2104@protonmail.com,gmail.com,0.39,0.4,0,4,0,1,0,1
user2105@protonmail.com,outlook.com,0.21,0.09,0,4,0,0,0,0
user2106@yahoo.com,outlook.com,0.18,0.04,0,1,0,0,0,0
user2107@businessmail.biz,outlook.com,0.18,0.05,0,3,1,0,1,1
user2108@mail.ru,yahoo.com,0.19,0.02,0,1,0,0,0,0
user2109@tempmail.net,yahoo.com,0.29,0.02,0,1,0,0,0,0
user2110@businessmail.biz,mail.ru,0.24,0.08,0,3,1,0,0,0
user2111@protonmail.com,businessmail.biz,0.1,0.06,0,3,1,0,0,0
user2112@businessmail.biz,protonmail.com,0.51,0.0,0,0,0,0,0,0
user2113@mail.ru,yahoo.com,0.46,0.26,0,3,1,0,0,0
user2114@protonmail.com,gmail.com,0.2,0.09,0,2,1,0,0,0
user2115@protonmail.com,gmail.com,0.27,0.19,0,0,0,0,0,0
user2116@mail.ru,protonmail.com,0.12,0.01,0,1,1,0,0,0
user2117@businessmail.biz,protonmail.com,0.21,0.01,0,2,0,0,0,0
user2118@mail.ru,outlook.com,0.02,0.13,0,1,1,0,0,0
user2119@tempmail.net,yahoo.com,0.21,0.12,0,5,1,0,0,0
user2120@outlook.com,outlook.com,0.36,0.06,0,2,0,0,0,0
user2121@gmail.com,tempmail.net,0.23,0.02,1,1,1,0,0,0
user2122@mail.ru,businessmail.biz,0.24,0.12,0,2,0,0,1,1
user2123@outlook.com,mail.ru,0.44,0.05,0,2,0,0,0,0
user2124@businessmail.biz,gmail.com,0.32,0.06,0,0,1,0,0,0
user2125@mail.ru,businessmail.biz,0.16,0.05,1,3,1,0,0,0
user2126@mail.ru,mail.ru,0.39,0.11,0,2,1,0,0,0
user2127@yahoo.com,tempmail.net,0.23,0.06,0,0,0,0,0,0
user2128@gmail.com,outlook.com,0.6,0.07,1,3,0,1,0,1
user2129@gmail.com,tempmail.net,0.25,0.17,0,4,1,0,0,0
user2130@outlook.com,mail.ru,0.12,0.09,0,5,1,0,0,0
user2131@yahoo.com,gmail.com,0.18,0.27,0,1,0,0,0,0
user2132@outlook.com,outlook.com,0.23,0.33,0,3,1,0,0,0
user2133@gmail.com,mail.ru,0.48,0.15,0,3,0,0,0,0
user2134@gmail.com,mail.ru,0.2,0.08,0,0,0,0,0,0
user2135@protonmail.com,mail.ru,0.11,0.14,1,1,1,0,0,0
user2136@mail.ru,mail.ru,0.14,0.02,0,2,1,0,0,0
user2137@outlook.com,protonmail.com,0.07,0.01,0,2,1,0,0,1
user2138@yahoo.com,yahoo.com,0.33,0.26,0,3,1,0,0,0
user2139@gmail.com,protonmail.com,0.22,0.1,1,2,0,0,0,0
user2140@yahoo.com,tempmail.net,0.39,0.1,0,1,0,1,0,1
user2141@businessmail.biz,gmail.com,0.41,0.16,0,1,0,0,0,0
user2142@gmail.com,protonmail.com,0.25,0.3,0,1,0,0,0,0
user2143@gmail.com,businessmail.biz,0.47,0.06,0,0,0,1,0,1
user2144@protonmail.com,outlook.com,0.06,0.49,1,0,0,0,0,0
user2145@businessmail.biz,mail.ru,0.39,0.19,0,2,1,0,0,0
user2146@businessmail.biz,gmail.com,0.49,0.02,0,1,0,0,0,0
user2147@outlook.com,mail.ru,0.26,0.03,0,3,0,0,0,0
user2148@tempmail.net,mail.ru,0.19,0.04,0,3,1,0,0,0
user2149@outlook.com,protonmail.com,0.55,0.04,0,3,0,1,0,1
user2150@yahoo.com,protonmail.com,0.14,0.31,0,0,0,0,0,0
user2151@outlook.com,protonmail.com,0.29,0.15,0,5,1,0,0,0
user2152@protonmail.com,businessmail.biz,0.17,0.15,0,4,0,0,0,0
user2153@tempmail.net,yahoo.com,0.16,0.05,0,1,1,0,0,0
user2154@tempmail.net,outlook.com,0.1,0.08,0,0,1,0,0,0
user2155@gmail.com,outlook.com,0.52,0.06,0,3,0,0,0,0
user2156@mail.ru,gmail.com,0.14,0.36,0,2,1,0,0,0
user2157@mail.ru,tempmail.net,0.19,0.25,0,4,1,0,0,0
user2158@outlook.com,businessmail.biz,0.37,0.28,0,2,1,0,0,0
user2159@protonmail.com,mail.ru,0.27,0.09,1,3,1,0,0,0
user2160@outlook.com,gmail.com,0.18,0.04,0,2,1,0,1,1
user2161@outlook.com,gmail.com,0.17,0.01,0,1,0,0,0,0
user2162@tempmail.net,tempmail.net,0.27,0.01,1,2,0,0,0,0
user2163@yahoo.com,tempmail.net,0.18,0.19,0,0,0,0,0,0
user2164@outlook.com,protonmail.com,0.39,0.01,0,2,0,0,0,0
user2165@mail.ru,businessmail.biz,0.38,0.24,1,1,1,0,0,0
user2166@businessmail.biz,outlook.com,0.3,0.1,0,2,1,0,0,0
user2167@mail.ru,protonmail.com,0.35,0.09,0,2,1,0,0,0
user2168@yahoo.com,tempmail.net,0.19,0.09,0,1,1,0,0,0
user2169@outlook.com,outlook.com,0.27,0.13,0,2,1,0,0,0
user2170@businessmail.biz,businessmail.biz,0.18,0.16,1,1,1,0,0,0
user2171@mail.ru,businessmail.biz,0.53,0.09,1,1,1,1,0,1
user2172@protonmail.com,gmail.com,0.12,0.15,0,4,0,0,0,0
user2173@tempmail.net,tempmail.net,0.25,0.03,0,3,1,0,0,0
user2174@mail.ru,outlook.com,0.29,0.16,1,1,0,0,0,0
user2175@mail.ru,protonmail.com,0.26,0.01,0,2,0,0,0,0
user2176@gmail.com,mail.ru,0.49,0.13,0,2,0,0,0,0
user2177@tempmail.net,outlook.com,0.22,0.01,0,2,1,0,0,0
user2178@tempmail.net,gmail.com,0.28,0.18,0,1,0,0,0,0
user2179@mail.ru,mail.ru,0.35,0.26,0,2,0,1,0,1
user2180@gmail.com,gmail.com,0.29,0.47,0,2,0,0,1,1
user2181@protonmail.com,businessmail.biz,0.31,0.18,0,3,1,1,1,1
user2182@yahoo.com,tempmail.net,0.17,0.03,0,1,1,0,0,0
user2183@gmail.com,protonmail.com,0.1,0.17,0,1,1,0,0,0
user2184@businessmail.biz,outlook.com,0.2,0.01,0,2,1,0,0,0
user2185@outlook.com,yahoo.com,0.39,0.07,0,0,0,0,0,0
user2186@tempmail.net,protonmail.com,0.29,0.13,0,1,1,0,0,0
user2187@mail.ru,gmail.com,0.26,0.01,0,3,1,0,0,0
user2188@yahoo.com,mail.ru,0.22,0.04,0,2,1,0,0,0
user2189@protonmail.com,yahoo.com,0.6,0.09,0,1,0,0,0,0
user2190@outlook.com,tempmail.net,0.57,0.05,0,1,1,0,0,0
user2191@gmail.com,protonmail.com,0.26,0.28,0,1,0,0,1,1
user2192@gmail.com,mail.ru,0.08,0.07,0,3,0,0,0,0
user2193@outlook.com,protonmail.com,0.76,0.18,0,1,1,0,0,0
user2194@mail.ru,tempmail.net,0.82,0.07,0,2,0,0,0,0
user2195@protonmail.com,protonmail.com,0.49,0.01,0,1,1,0,1,1
user2196@tempmail.net,protonmail.com,0.23,0.01,0,5,0,0,0,0
user2197@tempmail.net,businessmail.biz,0.57,0.08,0,2,0,1,1,1
user2198@tempmail.net,yahoo.com,0.44,0.17,0,3,0,1,0,1
user2199@protonmail.com,yahoo.com,0.27,0.2,0,1,0,0,0,0
user2200@outlook.com,yahoo.com,0.31,0.1,0,2,1,0,0,0
user2201@gmail.com,tempmail.net,0.12,0.05,0,1,1,0,0,0
user2202@tempmail.net,protonmail.com,0.46,0.02,0,2,1,0,0,0
user2203@tempmail.net,tempmail.net,0.43,0.13,1,3,1,0,0,0
user2204@gmail.com,yahoo.com,0.25,0.07,1,0,1,0,0,0
user2205@gmail.com,tempmail.net,0.1,0.08,0,2,0,0,0,0
user2206@mail.ru,tempmail.net,0.17,0.15,0,2,0,0,0,0
user2207@tempmail.net,gmail.com,0.14,0.05,1,1,0,0,0,0
user2208@mail.ru,yahoo.com,0.39,0.03,0,1,0,0,0,0
user2209@businessmail.biz,yahoo.com,0.26,0.15,0,3,1,0,0,0
user2210@protonmail.com,yahoo.com,0.45,0.18,0,2,1,0,0,0
user2211@mail.ru,businessmail.biz,0.07,0.21,0,0,0,0,0,0
user2212@businessmail.biz,gmail.com,0.41,0.05,0,2,1,0,0,0
user2213@outlook.com,yahoo.com,0.31,0.04,0,1,0,0,0,0
user2214@businessmail.biz,tempmail.net,0.39,0.09,0,4,0,1,1,1
user2215@outlook.com,gmail.com,0.15,0.05,0,2,0,0,0,0
user2216@mail.ru,protonmail.com,0.25,0.19,1,2,0,1,0,1
user2217@protonmail.com,businessmail.biz,0.21,0.61,0,1,0,0,0,0
user2218@gmail.com,protonmail.com,0.46,0.08,0,2,0,0,0,0
user2219@outlook.com,mail.ru,0.08,0.06,0,1,1,1,0,1
user2220@mail.ru,businessmail.biz,0.11,0.1,0,0,1,1,0,1
user2221@tempmail.net,yahoo.com,0.12,0.2,1,0,1,1,0,1
user2222@businessmail.biz,outlook.com,0.11,0.02,0,1,1,0,0,0
user2223@mail.ru,protonmail.com,0.12,0.19,0,1,0,0,0,0
user2224@businessmail.biz,businessmail.biz,0.25,0.09,1,0,1,0,0,0
user2225@outlook.com,protonmail.com,0.33,0.13,1,1,1,0,0,0
user2226@outlook.com,protonmail.com,0.09,0.21,0,4,0,0,0,0
user2227@yahoo.com,yahoo.com,0.24,0.02,1,1,0,0,0,0
user2228@outlook.com,gmail.com,0.3,0.09,0,1,1,0,0,0
user2229@outlook.com,outlook.com,0.4,0.08,0,1,0,0,0,0
user2230@outlook.com,outlook.com,0.05,0.07,0,0,1,0,0,0
user2231@gmail.com,businessmail.biz,0.34,0.05,0,1,0,0,0,0
user2232@protonmail.com,tempmail.net,0.3,0.02,0,0,0,0,0,0
user2233@mail.ru,gmail.com,0.24,0.19,0,4,1,0,0,0
user2234@outlook.com,outlook.com,0.17,0.06,1,0,0,0,0,0
user2235@gmail.com,outlook.com,0.11,0.03,0,1,1,0,0,0
user2236@tempmail.net,yahoo.com,0.07,0.11,0,1,1,0,0,0
user2237@tempmail.net,gmail.com,0.39,0.0,0,0,0,0,0,0
user2238@protonmail.com,outlook.com,0.09,0.02,0,2,1,0,1,1
user2239@mail.ru,gmail.com,0.12,0.08,0,2,1,0,0,0
user2240@mail.ru,outlook.com,0.32,0.09,1,3,1,0,0,0
user2241@mail.ru,mail.ru,0.03,0.1,0,2,0,0,0,0
user2242@outlook.com,tempmail.net,0.27,0.36,0,2,0,0,0,0
user2243@tempmail.net,gmail.com,0.2,0.12,0,3,0,0,0,0
user2244@yahoo.com,outlook.com,0.3,0.08,0,1,0,0,0,0
user2245@outlook.com,protonmail.com,0.15,0.34,1,0,1,0,0,0
user2246@yahoo.com,businessmail.biz,0.23,0.01,0,2,0,0,0,0
user2247@mail.ru,tempmail.net,0.33,0.18,1,3,1,0,0,0
user2248@mail.ru,tempmail.net,0.51,0.16,0,4,0,0,0,0
user2249@tempmail.net,yahoo.com,0.18,0.07,0,5,0,0,0,0
user2250@yahoo.com,outlook.com,0.17,0.05,0,0,1,0,0,0
user2251@businessmail.biz,protonmail.com,0.11,0.0,0,2,0,0,0,0
user2252@yahoo.com,gmail.com,0.23,0.14,1,3,1,0,0,0
user2253@outlook.com,tempmail.net,0.43,0.03,0,2,0,0,0,0
user2254@mail.ru,tempmail.net,0.36,0.01,0,3,0,0,0,0
user2255@tempmail.net,businessmail.biz,0.34,0.17,1,2,1,0,0,0
user2256@protonmail.com,mail.ru,0.41,0.55,0,2,1,0,0,0
user2257@outlook.com,gmail.com,0.18,0.07,0,3,1,1,0,1
user2258@gmail.com,tempmail.net,0.02,0.03,0,5,0,0,0,0
user2259@outlook.com,mail.ru,0.16,0.45,0,3,1,0,0,0
user2260@mail.ru,outlook.com,0.39,0.17,0,2,0,0,0,0
user2261@businessmail.biz,gmail.com,0.13,0.12,1,1,1,1,0,1
user2262@outlook.com,protonmail.com,0.41,0.04,0,6,0,0,0,0
user2263@yahoo.com,businessmail.biz,0.25,0.09,0,2,0,0,0,0
user2264@protonmail.com,mail.ru,0.29,0.24,1,1,1,0,0,0
user2265@tempmail.net,businessmail.biz,0.4,0.18,0,2,0,0,0,0
user2266@gmail.com,mail.ru,0.2,0.01,0,1,0,0,0,0
user2267@outlook.com,gmail.com,0.57,0.03,0,2,1,0,0,0
user2268@gmail.com,outlook.com,0.25,0.05,0,0,1,0,0,0
user2269@tempmail.net,businessmail.biz,0.56,0.31,0,2,0,0,1,1
user2270@tempmail.net,tempmail.net,0.3,0.19,0,1,1,0,0,0
user2271@protonmail.com,mail.ru,0.17,0.06,1,1,1,1,0,1
user2272@businessmail.biz,protonmail.com,0.37,0.02,0,0,1,0,0,0
user2273@tempmail.net,gmail.com,0.3,0.11,0,3,0,0,0,0
user2274@mail.ru,outlook.com,0.09,0.09,1,2,0,0,0,0
user2275@tempmail.net,mail.ru,0.5,0.26,0,0,0,1,0,1
user2276@gmail.com,yahoo.com,0.34,0.18,0,2,1,0,0,0
user2277@protonmail.com,outlook.com,0.53,0.1,0,5,0,0,0,0
user2278@outlook.com,outlook.com,0.3,0.14,0,0,0,0,0,0
user2279@yahoo.com,protonmail.com,0.15,0.11,0,0,0,0,0,0
user2280@outlook.com,yahoo.com,0.31,0.1,0,5,0,0,0,0
user2281@gmail.com,businessmail.biz,0.3,0.04,0,1,1,0,0,0
user2282@gmail.com,businessmail.biz,0.18,0.01,0,1,1,0,0,0
user2283@protonmail.com,protonmail.com,0.2,0.07,0,2,0,1,0,1
user2284@businessmail.biz,gmail.com,0.24,0.16,0,2,1,0,0,0
user2285@mail.ru,gmail.com,0.52,0.16,0,1,1,0,0,0
user2286@protonmail.com,mail.ru,0.05,0.01,1,4,0,0,0,1
user2287@businessmail.biz,outlook.com,0.22,0.01,1,1,0,0,0,0
user2288@yahoo.com,yahoo.com,0.53,0.08,1,2,0,0,0,0
user2289@mail.ru,yahoo.com,0.09,0.18,1,1,0,0,0,0
user2290@businessmail.biz,outlook.com,0.79,0.02,0,4,0,0,0,0
user2291@gmail.com,tempmail.net,0.4,0.04,0,2,1,0,0,0
user2292@gmail.com,yahoo.com,0.12,0.07,1,2,1,0,0,0
user2293@protonmail.com,gmail.com,0.3,0.16,0,0,0,0,0,0
user2294@outlook.com,yahoo.com,0.16,0.19,0,2,0,0,0,0
user2295@mail.ru,yahoo.com,0.15,0.05,0,1,1,0,0,0
user2296@protonmail.com,outlook.com,0.31,0.01,0,2,1,0,0,0
user2297@protonmail.com,outlook.com,0.04,0.02,0,2,1,0,0,0
user2298@tempmail.net,businessmail.biz,0.05,0.08,0,1,0,0,0,0
user2299@protonmail.com,protonmail.com,0.32,0.17,0,2,1,0,0,0
user2300@outlook.com,outlook.com,0.18,0.04,0,0,0,0,0,0
user2301@mail.ru,outlook.com,0.36,0.07,0,2,1,0,0,0
user2302@gmail.com,tempmail.net,0.26,0.09,1,1,0,0,0,0
user2303@yahoo.com,yahoo.com,0.16,0.08,0,2,0,0,0,0
user2304@businessmail.biz,mail.ru,0.38,0.15,1,3,1,0,0,0
user2305@mail.ru,tempmail.net,0.3,0.0,0,2,1,0,0,0
user2306@businessmail.biz,outlook.com,0.77,0.01,1,5,0,0,0,0
user2307@tempmail.net,protonmail.com,0.19,0.04,0,2,0,0,0,0
user2308@businessmail.biz,outlook.com,0.1,0.15,0,0,1,0,0,0
user2309@mail.ru,protonmail.com,0.48,0.01,0,5,0,0,0,0
user2310@yahoo.com,protonmail.com,0.23,0.03,0,2,1,1,0,1
user2311@yahoo.com,outlook.com,0.11,0.08,0,4,0,0,0,0
user2312@yahoo.com,outlook.com,0.31,0.03,0,1,0,0,0,0
user2313@mail.ru,businessmail.biz,0.29,0.03,0,3,1,0,0,0
user2314@protonmail.com,businessmail.biz,0.25,0.06,1,0,0,0,0,0
user2315@mail.ru,yahoo.com,0.36,0.05,0,0,0,0,0,0
user2316@outlook.com,yahoo.com,0.18,0.11,0,2,0,0,0,0
user2317@yahoo.com,tempmail.net,0.46,0.03,0,2,0,0,0,0
user2318@outlook.com,protonmail.com,0.34,0.2,0,2,1,0,0,0
user2319@gmail.com,protonmail.com,0.1,0.07,0,3,1,0,0,0
user2320@businessmail.biz,yahoo.com,0.37,0.15,0,1,1,0,0,0
user2321@yahoo.com,outlook.com,0.21,0.02,0,2,1,0,0,0
user2322@businessmail.biz,tempmail.net,0.77,0.05,0,2,0,0,0,0
user2323@businessmail.biz,tempmail.net,0.18,0.16,0,2,0,0,0,0
user2324@protonmail.com,outlook.com,0.11,0.05,0,1,0,0,0,0
user2325@businessmail.biz,outlook.com,0.16,0.01,0,3,1,0,0,0
user2326@tempmail.net,yahoo.com,0.22,0.17,0,0,0,0,0,0
user2327@tempmail.net,gmail.com,0.23,0.24,0,3,1,0,0,0
user2328@outlook.com,outlook.com,0.36,0.3,0,0,0,0,0,0
user2329@yahoo.com,mail.ru,0.07,0.0,0,2,1,0,0,1
user2330@outlook.com,businessmail.biz,0.13,0.27,0,2,1,0,0,0
user2331@yahoo.com,tempmail.net,0.27,0.08,0,2,0,0,0,0
user2332@protonmail.com,yahoo.com,0.09,0.02,0,1,0,0,0,0
user2333@businessmail.biz,yahoo.com,0.39,0.01,0,1,1,0,0,0
user2334@gmail.com,tempmail.net,0.13,0.03,0,4,1,1,0,1
user2335@outlook.com,businessmail.biz,0.18,0.06,0,0,0,0,0,0
user2336@businessmail.biz,mail.ru,0.09,0.15,0,5,0,1,0,1
user2337@yahoo.com,tempmail.net,0.08,0.01,0,3,0,1,0,1
user2338@mail.ru,tempmail.net,0.47,0.0,0,1,0,0,0,0
user2339@businessmail.biz,tempmail.net,0.23,0.06,0,1,1,0,0,0
user2340@mail.ru,gmail.com,0.15,0.01,0,0,0,0,0,0
user2341@yahoo.com,outlook.com,0.4,0.12,0,3,0,0,0,0
user2342@tempmail.net,outlook.com,0.74,0.14,1,1,0,1,0,1
user2343@protonmail.com,gmail.com,0.22,0.14,0,2,0,0,0,0
user2344@gmail.com,businessmail.biz,0.47,0.43,0,4,1,0,0,0
user2345@mail.ru,outlook.com,0.43,0.19,0,2,0,0,0,0
user2346@businessmail.biz,mail.ru,0.3,0.02,0,2,0,0,0,0
user2347@mail.ru,outlook.com,0.24,0.06,0,1,0,0,0,0
user2348@mail.ru,mail.ru,0.66,0.01,0,1,0,0,0,0
user2349@outlook.com,gmail.com,0.1,0.08,0,3,0,0,0,0
user2350@businessmail.biz,protonmail.com,0.53,0.09,0,2,0,0,0,0
user2351@protonmail.com,yahoo.com,0.22,0.31,0,1,1,0,0,0
user2352@tempmail.net,tempmail.net,0.18,0.01,1,3,0,0,0,0
user2353@yahoo.com,gmail.com,0.08,0.06,0,1,1,0,0,0
user2354@outlook.com,protonmail.com,0.21,0.06,0,4,1,0,0,0
user2355@tempmail.net,yahoo.com,0.09,0.19,0,1,1,0,0,0
user2356@tempmail.net,yahoo.com,0.47,0.15,0,1,0,0,0,0
user2357@yahoo.com,gmail.com,0.26,0.02,0,2,1,1,0,1
user2358@tempmail.net,protonmail.com,0.38,0.36,0,3,1,0,0,0
user2359@businessmail.biz,outlook.com,0.22,0.15,1,3,1,0,0,0
user2360@businessmail.biz,gmail.com,0.36,0.22,0,4,1,0,0,0
user2361@yahoo.com,gmail.com,0.15,0.05,0,0,1,0,0,0
user2362@tempmail.net,yahoo.com,0.19,0.06,0,4,0,0,0,0
user2363@protonmail.com,gmail.com,0.13,0.19,0,2,0,0,0,0
user2364@yahoo.com,businessmail.biz,0.39,0.25,0,4,1,0,0,0
user2365@mail.ru,businessmail.biz,0.17,0.1,0,2,1,0,0,0
user2366@businessmail.biz,tempmail.net,0.38,0.1,0,3,0,0,0,0
user2367@outlook.com,tempmail.net,0.02,0.01,0,2,0,0,0,1
user2368@mail.ru,tempmail.net,0.56,0.07,0,2,0,0,0,0
user2369@gmail.com,outlook.com,0.22,0.18,0,4,1,0,1,1
user2370@businessmail.biz,mail.ru,0.37,0.13,0,1,1,0,0,0
user2371@yahoo.com,gmail.com,0.02,0.08,0,0,0,1,0,1
user2372@yahoo.com,yahoo.com,0.05,0.01,0,2,0,0,0,1
user2373@tempmail.net,mail.ru,0.79,0.0,0,0,0,0,0,0
user2374@tempmail.net,outlook.com,0.18,0.33,0,4,1,0,0,0
user2375@mail.ru,businessmail.biz,0.53,0.08,0,0,0,0,0,0
user2376@outlook.com,businessmail.biz,0.14,0.03,1,3,1,0,1,1
user2377@gmail.com,outlook.com,0.28,0.26,0,1,1,0,0,0
